"project","version","class","lignes_code","lignes_comm","nb_methodes","nb_interfaces","nb_sous_classes","nb_classes_abstract","jax_nb_methodes_abstraites","DJEA","NDJEA","ICU","ICNU","ICD","ICC","encapsulation_rate_methods","encapsulation_rate_fields","encapsulation_rate_total","dms_score","CohesionRate"
"Math-2","buggy","DataRow","","","","","","","","","","","","","","0.0000","1.0000","0.3333","0.0145","1.0000"
"Math-2","buggy","package-info","20","2","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-2","buggy","AbstractListChromosome","95","9","5","0","1","1","2","0","1","4","0","0","0","0.4000","1.0000","0.5000","0.0129","0.0000"
"Math-2","buggy","BetaTest","959","31","34","0","0","0","0","0","0","9","0","0","0","0.1471","1.0000","0.2927","0.0339","0.1176"
"Math-2","buggy","SelectionPolicy","35","3","1","1","0","0","1","0","1","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","RegionFactory","248","32","14","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0624","0.5714"
"Math-2","buggy","ParamBrusselator","","","","","","","","","","","","","","0.0000","0.5714","0.2500","0.0043","1.0000"
"Math-2","buggy","BinaryMutationTest","44","3","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.1452","0.0000"
"Math-2","buggy","Multiply","33","3","1","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","buggy","HaltonSequenceGeneratorTest","135","6","6","0","0","0","0","1","0","6","0","0","0","0.0000","1.0000","0.3333","0.0500","0.6667"
"Math-2","buggy","KeplerStepHandler","","","","","","","","","","","","","","0.0000","1.0000","0.6000","0.0661","1.0000"
"Math-2","buggy","ProperFractionFormat","232","36","4","0","1","0","0","0","0","6","0","0","0","0.0000","1.0000","0.3333","0.1540","0.5000"
"Math-2","buggy","ShiftInfo","","","","","","","","","","","","","","1.0000","0.0000","0.0000","0.0000","1.0000"
"Math-2","buggy","MultivariateDifferentiableVectorOptimizer","33","2","0","1","0","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0000",""
"Math-2","buggy","AVLTreeTest","175","3","8","0","0","0","0","0","0","3","0","0","0","0.3750","1.0000","0.3750","0.1867","0.0000"
"Math-2","buggy","Circle","","","","","","","","","","","","","","0.0000","0.5714","0.2500","0.0208","0.8889"
"Math-2","buggy","Elli","","","","","","","","","","","","","","0.0000","0.0000","0.0000","0.0226","0.0000"
"Math-2","buggy","ThirdMomentTest","47","5","2","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.3333","0.0000","1.0000"
"Math-2","buggy","GaussianRandomGeneratorTest","40","14","1","0","0","0","0","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.0871","0.0000"
"Math-2","buggy","BigFractionMatrixConverter","","","","","","","","","","","","","","0.0000","1.0000","0.2500","0.0043","1.0000"
"Math-2","buggy","UnivariateMatrixFunctionDifferentiator","34","3","1","1","0","0","1","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","AdamsMoultonIntegratorTest","169","4","6","0","0","0","0","0","24","12","0","0","0","0.0000","1.0000","0.0000","0.1575","0.0000"
"Math-2","buggy","Hyperplane","79","7","5","1","0","0","5","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","Localizable","44","4","2","1","0","0","2","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","Equations","","","","","","","","","","","","","","0.0000","1.0000","0.5000","0.0048","1.0000"
"Math-2","buggy","TiesStrategy","55","7","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-2","buggy","GaussIntegratorFactory","170","13","7","0","0","0","0","0","5","4","0","0","0","0.2857","1.0000","0.5000","0.0198","0.5714"
"Math-2","buggy","FiniteDifferencesDifferentiatorTest","404","21","25","0","0","0","0","0","0","14","0","0","0","0.0000","1.0000","0.0000","0.1049","0.0000"
"Math-2","buggy","EigenDecomposition","959","65","21","0","0","0","0","0","1","8","0","0","0","0.0000","1.0000","0.4286","0.1086","0.9412"
"Math-2","buggy","Vector1DFormat","136","11","5","0","1","0","0","0","1","8","0","0","0","0.0000","1.0000","0.0000","0.0271","0.0000"
"Math-2","buggy","RandomCirclePointGenerator","92","9","2","0","0","0","0","0","0","8","0","0","0","0.5000","1.0000","0.8333","0.0435","0.0000"
"Math-2","buggy","CholeskySolverTest","112","10","4","0","0","0","0","0","0","3","0","0","0","0.2500","1.0000","0.4000","0.1242","0.7500"
"Math-2","buggy","State","","","","","","","","","","","","","","0.4167","0.9394","0.8000","0.1124","1.0000"
"Math-2","buggy","IterationListener","58","6","4","1","0","0","4","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","SplineInterpolator","128","6","1","0","0","0","0","0","3","7","0","0","0","0.0000","1.0000","0.0000","0.0710","0.0000"
"Math-2","buggy","LinearFullRankFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.1226","0.0000"
"Math-2","buggy","CanberraDistanceTest","48","2","3","0","0","0","0","0","0","2","0","0","0","0.0000","0.0000","0.0000","0.0344","1.0000"
"Math-2","buggy","ContinuousOutputModel","383","32","10","0","0","0","0","0","5","10","0","0","0","0.1000","1.0000","0.4375","0.1065","1.0000"
"Math-2","buggy","GaussianFitter","366","25","12","0","1","0","0","0","2","11","0","0","0","0.8571","1.0000","0.9000","0.0852","0.0000"
"Math-2","buggy","HarmonicOscillatorTest","139","2","8","0","0","0","0","0","0","8","0","0","0","0.0000","1.0000","0.1111","0.0560","0.2500"
"Math-2","buggy","StorelessUnivariateStatisticAbstractTest","220","15","10","0","1","1","2","0","0","5","0","0","0","0.1000","1.0000","0.1818","0.1594","0.0000"
"Math-2","buggy","GaussianTest","161","2","14","0","0","0","0","0","0","9","0","0","0","0.0000","1.0000","0.0667","0.0698","0.2143"
"Math-2","buggy","BaseAbstractMultivariateOptimizer","319","34","15","0","0","1","1","0","1","15","0","0","0","0.4000","1.0000","0.5909","0.0267","0.9286"
"Math-2","buggy","Transformer","108","13","6","0","0","0","1","0","0","2","0","0","0","","","","",""
"Math-2","buggy","RealTransformerAbstractTest","351","28","19","0","0","1","10","0","0","8","0","0","0","0.1053","1.0000","0.1500","0.0509","0.0000"
"Math-2","buggy","UnivariateIntegrator","93","9","7","1","0","0","7","0","4","5","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","FuzzyKMeansClusterer","413","34","15","0","1","0","0","0","1","16","0","0","0","0.3333","1.0000","0.5833","0.0516","1.0000"
"Math-2","buggy","ComplexField","84","14","5","0","0","0","0","0","0","3","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-2","buggy","PowellOptimizer","353","23","4","0","2","0","0","0","0","18","0","0","0","0.0000","1.0000","0.7500","0.1185","0.6667"
"Math-2","buggy","UnivariateStatistic","56","5","3","1","0","0","3","0","2","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","DistanceMeasure","39","3","1","1","0","0","1","0","0","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","MultivariateMultiStartOptimizerTest","74","1","3","0","0","0","0","0","0","9","0","0","0","0.0000","1.0000","0.3333","0.0516","0.0000"
"Math-2","buggy","Well19937aTest","115","1","2","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0226","0.0000"
"Math-2","buggy","VectorialCovarianceTest","92","14","4","0","0","0","0","0","0","5","0","0","0","0.0000","1.0000","0.2000","0.0847","0.5000"
"Math-2","buggy","ArithmeticUtilsTest","828","62","29","0","0","0","0","1","1","13","0","0","0","0.1724","1.0000","0.2000","0.2234","0.0000"
"Math-2","buggy","InitializationCompletedMarkerException","","","","","","","","","","","","","","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","buggy","RealVector","1651","140","123","0","1","1","12","0","68","15","0","0","0","0.0000","1.0000","0.0000","0.0320","0.0000"
"Math-2","buggy","DummyListChromosome","78","4","5","0","1","0","0","0","1","2","0","0","0","0.2000","1.0000","0.2000","0.0458","0.0000"
"Math-2","buggy","DctNormalization","67","4","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-2","buggy","NotANumberException","38","4","0","0","1","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","buggy","ElitisticListPopulationTest","105","1","9","0","1","0","0","0","0","5","0","0","0","0.0000","1.0000","0.5000","0.0183","0.0000"
"Math-2","buggy","GeometricDistributionTest","144","11","8","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0145","0.0000"
"Math-2","buggy","TriDiagonalTransformer","254","30","7","0","0","0","0","0","0","2","0","0","0","0.1429","1.0000","0.5385","0.0419","1.0000"
"Math-2","buggy","BisectionSolverTest","91","2","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.1892","0.0000"
"Math-2","buggy","MullerSolver2Test","146","10","4","0","0","0","0","0","0","9","0","0","0","0.0000","1.0000","0.0000","0.1677","0.0000"
"Math-2","buggy","PointValuePairTest","38","1","1","0","0","0","0","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.1516","0.0000"
"Math-2","buggy","MonitoredFunction","47","2","3","0","0","0","0","0","0","0","0","0","0","0.0000","1.0000","0.4000","0.0043","1.0000"
"Math-2","buggy","FastMathCalc","659","84","16","0","0","0","0","0","1","2","0","0","0","0.4375","1.0000","0.5714","0.0742","0.4375"
"Math-2","buggy","LocalizedFormats","400","91","2","0","0","0","0","0","0","3","0","0","0","","","","",""
"Math-2","buggy","Asin","54","5","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0172","0.0000"
"Math-2","buggy","MaxCountExceededExceptionTest","33","2","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0258","0.0000"
"Math-2","buggy","GaussIntegrator","130","10","4","0","0","0","0","0","0","5","0","0","0","0.0000","1.0000","0.3333","0.0056","1.0000"
"Math-2","buggy","MathInternalError","58","7","0","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","buggy","NewtonRaphsonSolverTest","91","4","2","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.2645","0.0000"
"Math-2","buggy","FastMathTestPerformance","1090","4","83","0","0","0","0","60","0","4","0","0","0","0.0435","1.0000","0.1852","0.0682","1.0000"
"Math-2","buggy","TestBean","72","8","6","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.2500","0.0000","0.8333"
"Math-2","buggy","Clusterer","81","7","3","0","0","1","1","0","2","5","0","0","0","0.3333","1.0000","0.5000","0.0129","1.0000"
"Math-2","buggy","JacobianMatrices","494","51","14","0","1","0","0","0","13","8","0","0","0","1.0000","1.0000","1.0000","0.0505","0.7778"
"Math-2","buggy","HighamHall54StepInterpolator","120","7","2","0","1","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0145","0.0000"
"Math-2","buggy","NumberIsTooLargeExceptionTest","35","2","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0774","0.0000"
"Math-2","buggy","Well1024a","106","12","1","0","1","0","0","0","0","0","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-2","buggy","FractionMatrixConverter","","","","","","","","","","","","","","0.0000","1.0000","0.2500","0.0043","1.0000"
"Math-2","buggy","PrimesTest","172","41","8","0","0","0","0","2","0","6","0","0","0","0.0000","0.0000","0.0000","0.1198","0.5000"
"Math-2","buggy","VectorFormat","291","39","11","0","0","1","3","0","1","6","0","0","0","0.1818","0.7000","0.4286","0.0296","1.0000"
"Math-2","buggy","BracketingNthOrderBrentSolverDFP","437","64","9","0","0","0","0","0","4","7","0","0","0","0.1111","1.0000","0.4667","0.1312","0.8889"
"Math-2","buggy","FDistributionTest","159","13","13","0","1","0","0","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.0417","0.0000"
"Math-2","buggy","LoessInterpolatorTest","260","9","21","0","0","0","0","0","0","9","0","0","0","0.0476","1.0000","0.0476","0.0298","0.0000"
"Math-2","buggy","LowDiscrepancyGeneratorComparison","253","7","8","0","2","0","0","0","0","26","0","0","0","0.6667","1.0000","0.8000","0.0645","0.0000"
"Math-2","buggy","AdamsBashforthIntegrator","326","23","1","0","1","0","0","0","4","9","0","0","0","0.0000","1.0000","0.5000","0.6935","0.0000"
"Math-2","buggy","ModelFunctionJacobian","47","5","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.5000","0.0000","0.0000"
"Math-2","buggy","MultiKMeansPlusPlusClustererTest","98","4","1","0","0","0","0","0","0","4","0","0","0","0.0000","1.0000","0.0000","0.3387","0.0000"
"Math-2","buggy","Sides","","","","","","","","","","","","","","0.0000","1.0000","0.3333","0.0000","1.0000"
"Math-2","buggy","AbstractLinearOptimizer","163","22","10","0","0","1","1","0","3","6","0","0","0","0.6000","0.8571","0.7059","0.0035","1.0000"
"Math-2","buggy","TricubicSplineFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.0581","0.0000"
"Math-2","buggy","RealVectorFormat","289","36","11","0","0","0","0","0","0","8","0","0","0","0.0000","1.0000","0.4762","0.0472","0.9091"
"Math-2","buggy","Tanh","54","5","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0172","0.0000"
"Math-2","buggy","FieldHermiteInterpolator","210","14","3","0","0","0","0","0","8","11","0","0","0","0.0000","1.0000","0.5000","0.3022","1.0000"
"Math-2","buggy","RandomDataImpl","586","38","32","0","0","0","0","0","33","13","0","0","0","0.0000","1.0000","0.0588","0.0133","0.9375"
"Math-2","buggy","EuclideanIntegerPoint","102","11","6","0","0","0","0","0","0","4","0","0","0","0.0000","1.0000","0.2500","0.0237","1.0000"
"Math-2","buggy","MaxIterCallback","","","","","","","","","","","","","","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","buggy","CircleVectorial","90","2","7","0","0","0","0","0","0","4","0","0","0","0.1429","1.0000","0.2500","0.0553","0.8571"
"Math-2","buggy","Plot","","","","","","","","","","","","","","0.6667","1.0000","0.8000","0.0505","0.0000"
"Math-2","buggy","ArrayRealVector","955","71","49","0","1","0","0","0","27","13","0","0","0","0.0408","1.0000","0.0962","0.0401","0.7755"
"Math-2","buggy","NumberIsTooLargeException","86","9","2","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.6000","0.0000","1.0000"
"Math-2","buggy","StepFunctionTest","116","2","9","0","0","0","0","0","0","7","0","0","0","0.0000","1.0000","0.1000","0.0710","0.2222"
"Math-2","buggy","TournamentSelection","115","14","5","0","0","0","0","0","2","4","0","0","0","0.2500","1.0000","0.4000","0.0348","1.0000"
"Math-2","buggy","Decimal64Field","62","9","4","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.2000","0.0000","0.0000"
"Math-2","buggy","ExpFracTable","","","","","","","","","","","","","","0.0000","1.0000","0.5000","0.0000","1.0000"
"Math-2","buggy","BaseUnivariateOptimizer","87","4","2","1","0","0","2","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","Precision","555","36","21","0","0","0","0","0","4","4","0","0","0","0.0476","0.6000","0.1538","0.0561","0.0952"
"Math-2","buggy","OpenIntToDoubleHashMapTest","325","11","23","0","0","0","0","1","0","10","0","0","0","0.2174","1.0000","0.2500","0.1276","0.4783"
"Math-2","buggy","Erf","244","21","5","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.1667","0.0581","0.0000"
"Math-2","buggy","MultiStartUnivariateOptimizerTest","133","5","6","0","1","0","0","0","0","10","0","0","0","1.0000","1.0000","1.0000","0.0989","0.0000"
"Math-2","buggy","UnmodifiableRealVectorAbstractTest","455","17","17","0","0","1","1","4","2","12","0","0","0","0.0588","1.0000","0.2381","0.1387","0.4375"
"Math-2","buggy","LaguerreSolverTest","160","15","5","0","0","0","0","0","0","8","0","0","0","0.0000","1.0000","0.0000","0.1284","0.0000"
"Math-2","buggy","RetryRunner","82","9","2","0","1","0","0","0","1","4","0","0","0","0.0000","1.0000","0.0000","0.0774","0.0000"
"Math-2","buggy","SecondaryComponent","","","","","","","","","","","","","","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","buggy","DummyCountingBinaryChromosome","","","","","","","","","","","","","","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","buggy","QuinticFunction","40","3","2","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0516","0.0000"
"Math-2","buggy","TransformerMap","190","17","11","0","0","0","0","0","1","6","0","0","0","0.0000","1.0000","0.2143","0.0349","1.0000"
"Math-2","buggy","ResizableDoubleArrayTest","599","46","21","0","1","0","0","3","0","6","0","0","0","0.1053","1.0000","0.1053","0.2290","0.0000"
"Math-2","buggy","BrownDennisFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.1645","0.0000"
"Math-2","buggy","WeightedEvaluation","58","4","2","1","0","0","2","0","2","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","SimpleBounds","64","7","2","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.5000","0.0129","0.0000"
"Math-2","buggy","SqrtTest","71","1","5","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0684","0.0000"
"Math-2","buggy","Well512a","107","13","1","0","1","0","0","0","0","0","0","0","0","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-2","buggy","RealLinearOperator","110","7","5","0","0","1","3","1","2","1","0","0","0","0.0000","1.0000","0.0000","0.0000","0.0000"
"Math-2","buggy","TTestTest","298","26","7","0","0","0","0","0","0","7","0","0","0","0.0000","0.8000","0.3333","0.2018","1.0000"
"Math-2","buggy","Side","38","6","0","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-2","buggy","SynchronizedDescriptiveStatistics","185","20","12","0","1","0","0","0","2","3","0","0","0","0.0000","1.0000","0.0769","0.0151","0.0000"
"Math-2","buggy","Target","51","5","1","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.5000","0.0129","0.0000"
"Math-2","buggy","TooManyEvaluationsException","40","4","0","0","1","0","0","0","0","1","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","buggy","BoundaryProjector","","","","","","","","","","","","","","0.2000","1.0000","0.3333","0.0955","0.4000"
"Math-2","buggy","FourthMomentTest","47","5","2","0","1","0","0","0","0","2","0","0","0","0.0000","1.0000","0.3333","0.0000","1.0000"
"Math-2","buggy","ReappearingEventTest","96","3","9","0","0","0","0","0","12","13","0","0","0","0.0000","1.0000","0.0000","0.0100","0.0000"
"Math-2","buggy","Population","60","7","5","1","0","0","5","0","1","1","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","FreudensteinRothFunction","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.1677","0.0000"
"Math-2","buggy","ComplexUtils","87","5","2","0","0","0","0","0","1","3","0","0","0","0.0000","1.0000","0.0000","0.0226","0.0000"
"Math-2","buggy","Osborne2Function","","","","","","","","","","","","","","0.0000","1.0000","0.6667","0.3839","0.0000"
"Math-2","buggy","BigRealTest","189","1","14","0","0","0","0","0","0","7","0","0","0","0.0000","1.0000","0.0000","0.0975","0.0000"
"Math-2","buggy","MultivariateDifferentiableVectorFunction","44","3","1","1","0","0","1","0","1","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","DimensionMismatchExceptionTest","34","2","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0516","0.0000"
"Math-2","buggy","NonNegativeConstraint","48","5","1","0","0","0","0","0","0","1","0","0","0","0.0000","1.0000","0.5000","0.0000","0.0000"
"Math-2","buggy","DataTransferObject","","","","","","","","","","","","","","1.0000","1.0000","1.0000","0.0000","0.0000"
"Math-2","buggy","Cos","54","5","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0172","0.0000"
"Math-2","buggy","AdamsNordsieckTransformer","340","29","6","0","0","0","0","0","0","13","0","0","0","0.1667","1.0000","0.4444","0.0280","0.6667"
"Math-2","buggy","Sqrt","54","5","3","0","0","0","0","0","0","6","0","0","0","0.0000","1.0000","0.0000","0.0172","0.0000"
"Math-2","buggy","GTest","537","17","10","0","0","0","0","0","28","10","0","0","0","0.2000","1.0000","0.2000","0.0487","0.0000"
"Math-2","buggy","PoissonDistributionTest","235","16","16","0","1","0","0","0","0","4","0","0","0","0.0625","1.0000","0.1176","0.0433","0.1250"
"Math-2","buggy","NevilleInterpolator","61","4","1","0","0","0","0","0","3","5","0","0","0","0.0000","0.0000","0.0000","0.0000","0.0000"
"Math-2","buggy","SobolSequenceGenerator","326","34","5","0","0","0","0","1","2","14","0","0","0","0.4000","1.0000","0.7857","0.0677","1.0000"
"Math-2","buggy","NotFiniteNumberException","55","5","0","0","1","0","0","0","0","2","0","0","0","1.0000","1.0000","1.0000","0.0000","1.0000"
"Math-2","buggy","ListUnivariateImpl","206","25","10","0","1","0","0","0","0","9","0","0","0","0.0000","1.0000","0.2308","0.0403","0.9000"
"Math-2","buggy","ContinuousOutputModelTest","197","12","11","0","0","0","0","0","14","15","0","0","0","0.2222","0.0000","0.1818","0.0859","0.5556"
"Math-2","buggy","CircleScalar","88","2","6","0","0","0","0","0","0","4","0","0","0","0.1667","1.0000","0.2857","0.0624","0.8333"
"Math-2","buggy","SimpleRegression","891","53","30","0","0","0","0","0","8","8","0","0","0","0.0667","1.0000","0.3000","0.0330","1.0000"
"Math-2","buggy","VariableStepHandler","","","","","","","","","","","","","","0.0000","1.0000","0.6000","0.0581","1.0000"
"Math-2","buggy","RegulaFalsiSolverTest","59","8","4","0","1","0","0","0","0","4","0","0","0","0.6667","1.0000","0.6667","0.0194","0.0000"
"Math-2","buggy","RandomVectorGenerator","35","3","1","1","0","0","1","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","SparseRealMatrixTest","699","81","31","0","0","0","0","0","0","8","0","0","0","0.1290","1.0000","0.6087","0.1366","0.9355"
"Math-2","buggy","DescriptiveStatistics","763","77","46","0","0","0","0","0","7","20","0","0","0","0.0000","0.9333","0.2295","0.0295","0.8913"
"Math-2","buggy","ProcessModel","74","7","5","1","0","0","5","0","0","2","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","BinaryMutation","57","5","1","0","0","0","0","0","1","4","0","0","0","0.0000","1.0000","0.0000","0.1129","0.0000"
"Math-2","buggy","FastSineTransformerTest","301","17","16","0","1","0","0","1","0","13","0","0","0","0.0000","1.0000","0.2000","0.0377","0.4375"
"Math-2","buggy","AbstractLeastSquaresOptimizerAbstractTest","523","4","22","0","0","1","1","3","0","15","0","0","0","0.0000","0.3333","0.2000","0.1362","0.1053"
"Math-2","buggy","ProperBigFractionFormat","239","36","4","0","1","0","0","0","0","6","0","0","0","0.0000","1.0000","0.3333","0.1613","0.5000"
"Math-2","buggy","Ackley","","","","","","","","","","","","","","0.0000","0.0000","0.0000","0.0871","0.0000"
"Math-2","buggy","GaussNewtonOptimizerTest","151","6","6","0","1","0","0","2","0","5","0","0","0","0.0000","1.0000","0.0000","0.0215","0.0000"
"Math-2","buggy","sumMean","","","","","","","","","","","","","","0.0000","1.0000","0.1818","0.0000","1.0000"
"Math-2","buggy","ObjectiveFunction","47","5","1","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.5000","0.0000","0.0000"
"Math-2","buggy","MixtureMultivariateNormalDistribution","97","6","1","0","1","0","0","0","0","6","0","0","0","1.0000","1.0000","1.0000","0.0226","0.0000"
"Math-2","buggy","MultidimensionalCounter","298","25","13","0","0","0","0","0","3","3","0","0","0","0.0000","1.0000","0.2500","0.0151","0.8571"
"Math-2","buggy","SemiVariance","370","30","12","0","1","0","0","0","6","5","0","0","0","0.0000","0.6000","0.1875","0.0180","0.8182"
"Math-2","buggy","BisectionSolver","92","9","1","0","1","0","0","0","1","2","0","0","0","1.0000","1.0000","1.0000","0.1452","0.0000"
"Math-2","buggy","PairTest","104","6","7","0","0","0","0","0","0","2","0","0","0","0.0000","1.0000","0.2500","0.0548","0.0000"
"Math-2","buggy","ApplicationProperties","","","","","","","","","","","","","","0.4000","0.5714","0.5263","0.1084","0.6000"
"Math-2","buggy","RiddersSolver","143","19","1","0","1","0","0","0","2","3","0","0","0","1.0000","1.0000","1.0000","0.3710","0.0000"
"Math-2","buggy","ExpandableStatefulODE","331","45","16","0","0","0","0","0","6","4","0","0","0","1.0000","1.0000","1.0000","0.0361","1.0000"
"Math-2","buggy","RealVectorTest","233","27","26","0","1","0","0","0","0","5","0","0","0","0.0000","1.0000","0.0000","0.0072","0.0000"
"Math-2","buggy","UniformRealDistributionTest","124","15","11","0","1","0","0","0","0","3","0","0","0","0.0000","1.0000","0.0000","0.0258","0.0000"
"Math-2","buggy","StepNormalizerBounds","84","11","2","0","0","0","0","0","0","0","0","0","0","","","","",""
"Math-2","buggy","ChiSquareTestTest","261","31","7","0","0","0","0","0","0","7","0","0","0","0.0000","1.0000","0.1250","0.1364","1.0000"
"Math-2","buggy","GeometricMean","215","18","10","0","1","0","0","0","4","10","0","0","0","0.1000","1.0000","0.2500","0.0252","0.8000"
"Math-2","buggy","TestProblemFactory","50","5","1","0","0","0","0","0","0","0","0","0","0","0.0000","1.0000","0.5000","0.0000","0.0000"
"Math-2","buggy","AbstractOptimizer","226","27","15","0","0","1","1","0","4","6","0","0","0","0.0000","1.0000","0.0000","0.0120","0.9167"
"Math-2","buggy","LowerBoundMapper","","","","","","","","","","","","","","0.0000","1.0000","0.5000","0.0129","1.0000"
"Math-2","buggy","DfpMath","968","70","20","0","0","0","0","0","0","0","0","0","0","0.5000","1.0000","0.5238","0.2360","0.0000"
"Math-2","buggy","GraggBulirschStoerIntegratorTest","426","5","23","0","0","0","0","0","54","18","0","0","0","0.0000","1.0000","0.6000","0.0975","0.0000"
"Math-2","buggy","MultivariateNormalMixtureExpectationMaximizationTest","349","18","10","0","0","0","0","0","0","14","0","0","0","0.1000","1.0000","0.1000","0.0613","0.0000"
"Math-2","buggy","VectorialMean","106","10","5","0","0","0","0","0","1","3","0","0","0","0.0000","1.0000","0.2857","0.0245","1.0000"
"Math-2","buggy","FitnessCachingTest","95","14","3","0","1","0","0","0","0","4","0","0","0","0.0000","1.0000","0.0000","0.0290","1.0000"
"Math-2","buggy","DormandPrince54StepInterpolator","223","30","4","0","1","0","0","0","0","3","0","0","0","0.5000","1.0000","0.9048","0.0210","0.7500"
"Math-2","buggy","DoubleArray","111","10","8","1","0","0","8","0","0","0","0","0","0","0.0000","1.0000","0.0000","0.0000",""
"Math-2","buggy","MathUtilsTest","337","14","19","0","0","0","0","0","0","9","0","0","0","0.0000","1.0000","0.0000","0.1075","0.0000"
"Math-2","buggy","AbstractLeastSquaresOptimizerTestValidation","320","51","4","0","1","0","0","0","0","11","0","0","0","0.0000","1.0000","0.0000","0.2484","0.6667"
"Math-2","buggy","SparseFieldMatrix","187","18","9","0","1","0","0","0","0","3","0","0","0","0.1111","1.0000","0.3333","0.0520","0.6667"
"Math-2","buggy","ZipfDistribution","246","23","12","0","1","0","0","0","0","5","0","0","0","0.2500","1.0000","0.5263","0.0231","0.5000"
"Math-2","buggy","ChromosomePair","66","7","3","0","0","0","0","0","0","0","0","0","0","0.0000","1.0000","0.4000","0.0129","0.0000"
"Math-2","buggy","PoissonDistribution","375","28","11","0","1","0","0","0","0","8","0","0","0","0.0909","0.7500","0.3684","0.0507","0.8182"
"Math-2","buggy","BOBYQAOptimizer","2465","370","11","0","2","0","0","0","0","10","0","0","0","1.0000","1.0000","1.0000","0.4777","0.7273"
